id,year,engine_size,fuel_efficiency,horsepower,price
3728,2013,1.3,19.2,109,12179
3729,2013,1.3,15.0,74,13636
3730,2022,1.5,11.6,104,21098
3731,2023,2.5,17.0,186,30242
3732,2016,2.2,16.5,164,22921
3733,2017,1.2,19.5,94,13136
3734,2014,1.3,20.6,96,12309
3735,2013,1.1,17.3,78,11852
3736,2012,2.4,18.3,178,17642
3737,2019,2.1,19.9,163,26281
3738,2012,2.5,17.6,183,24022
3739,2023,1.7,17.5,112,24679
3740,2021,1.6,19.9,111,23554
3741,2021,2.0,12.2,149,24155
3742,2015,1.5,13.8,117,16069
3743,2013,1.9,12.6,159,17906
3744,2013,2.0,15.5,141,17197
3745,2014,1.6,20.2,99,17039
3746,2019,1.7,19.8,122,17431
3747,2021,1.5,14.2,101,21058
3748,2012,2.1,18.9,152,18180
3749,2020,2.4,17.8,139,23412
3750,2018,2.1,15.3,133,19623
3751,2018,1.0,16.4,70,14344
3752,2015,1.8,20.3,112,17502
3753,2019,2.2,15.4,166,25168
3754,2020,1.5,21.5,99,17428
3755,2022,1.8,12.2,152,24451
3756,2020,2.3,10.7,143,25906
3757,2012,2.3,15.7,144,17678
3758,2021,1.4,14.8,108,21748
3759,2021,2.4,18.9,165,28355
3760,2015,2.3,12.2,189,25711
3761,2017,2.0,17.6,113,19857
3762,2015,1.9,10.8,126,16122
3763,2013,2.2,10.9,140,15954
3764,2016,2.0,19.3,154,20476
3765,2022,1.2,14.9,81,19680
3766,2015,1.2,15.2,100,13087
3767,2012,1.4,13.6,103,12859
3768,2014,2.4,12.6,150,19760
3769,2022,2.5,18.4,145,27718
3770,2021,1.4,17.7,105,20969
3771,2020,1.7,13.7,117,24198
3772,2015,2.0,19.4,161,17655
3773,2023,1.9,12.6,104,26924
3774,2015,1.2,19.1,87,12921
3775,2018,1.5,14.7,121,17088
3776,2017,1.3,12.7,99,17488
3777,2020,1.3,13.6,101,19786
3778,2021,1.7,14.5,95,20482
3779,2022,2.2,18.5,160,26053
3780,2016,1.1,17.1,72,12421
3781,2013,1.1,15.3,111,12679
3782,2016,2.2,16.6,140,19237
3783,2013,1.8,17.6,148,18552
3784,2016,1.5,19.5,106,17653
3785,2019,2.2,19.4,158,25335
3786,2023,2.1,19.2,183,29286
3787,2022,2.5,17.9,181,28752
3788,2013,1.8,16.6,125,16931
3789,2015,1.6,21.2,86,12835
3790,2020,2.5,13.3,175,27870
3791,2015,1.8,13.5,113,16823
3792,2018,1.4,19.0,81,17301
3793,2018,1.7,13.5,90,17760
3794,2019,1.0,19.6,55,13958
3795,2013,2.5,15.8,176,21684
3796,2013,1.1,12.6,67,11573
3797,2017,2.2,11.1,180,25794
3798,2021,1.1,19.8,79,15545
3799,2021,1.6,19.3,122,18675
3800,2018,2.0,12.9,156,24952
3801,2018,1.4,16.0,112,19112
3802,2015,1.6,19.5,126,18026
3803,2021,1.4,16.7,108,23261
3804,2015,1.2,14.2,103,14649
3805,2021,2.1,15.1,172,23526
3806,2012,1.3,22.1,85,10820
3807,2012,2.3,12.3,192,18589
3808,2018,1.1,13.9,94,15666
3809,2015,1.5,18.0,99,17001
3810,2015,1.2,19.3,66,10445
3811,2016,1.2,21.0,81,13305
3812,2017,2.4,15.1,192,23778
3813,2021,1.3,13.7,86,22977
3814,2019,2.5,17.9,209,28069
3815,2015,1.5,18.4,141,11604
3816,2015,1.8,17.2,112,16724
3817,2019,1.5,16.3,92,19679
3818,2013,1.8,16.4,125,16783
3819,2015,1.8,17.6,149,18187
3820,2012,1.3,15.8,80,8657
3821,2014,2.2,12.5,162,18635
3822,2016,1.7,14.3,148,20750
3823,2019,2.2,18.5,164,22794
3824,2015,1.3,15.2,84,12586
3825,2018,1.9,13.5,126,20739
3826,2017,1.2,15.8,96,15642
3827,2019,1.7,11.8,146,24511
3828,2017,2.1,15.8,170,22809
3829,2016,1.2,20.7,91,14723
3830,2015,2.3,18.1,153,20086
3831,2022,2.1,17.5,139,26272
3832,2017,1.3,13.2,106,17662
3833,2018,2.3,14.1,168,23124
3834,2023,1.5,15.2,117,25443
3835,2019,2.4,14.5,136,26137
3836,2020,1.5,13.3,119,23370
3837,2018,1.9,14.6,147,21434
3838,2015,2.3,17.3,136,19921
3839,2015,1.8,18.6,119,16306
3840,2020,2.0,16.4,128,21541
3841,2016,2.5,18.3,214,25825
3842,2013,1.4,20.3,80,12012
3843,2022,1.1,15.2,82,20635
3844,2016,1.9,12.7,173,20416
3845,2022,1.1,17.4,88,22112
3846,2022,1.9,14.2,126,23014
3847,2023,1.7,20.1,139,25625
3848,2014,2.4,12.5,135,19042
3849,2019,2.1,14.4,158,24743
3850,2014,1.3,16.2,97,12304
3851,2015,2.4,17.3,173,19993
3852,2023,1.2,13.7,80,23113
3853,2017,1.2,16.1,68,15439
3854,2021,2.1,10.8,134,25688
3855,2015,1.5,12.9,117,17525
3856,2018,1.5,17.2,116,17701
3857,2018,2.2,11.0,134,23673
3858,2016,2.0,18.6,132,22310
3859,2023,1.9,17.3,147,25688
3860,2018,1.6,13.8,113,18832
3861,2019,1.8,19.0,147,24041
3862,2019,2.1,15.2,170,27225
3863,2021,2.0,13.7,145,24384
3864,2018,1.4,14.2,106,17789
3865,2022,1.5,20.4,122,22873
3866,2012,2.4,15.9,200,19785
3867,2012,1.5,12.1,110,12986
3868,2016,1.9,19.0,131,19984
3869,2019,1.4,12.9,130,19732
3870,2013,2.1,15.5,159,14595
3871,2017,2.1,11.9,151,24065
3872,2016,1.5,21.0,111,17545
3873,2013,1.4,19.9,104,14775
3874,2023,1.1,19.1,85,21891
3875,2015,1.9,12.1,162,21166
3876,2018,1.0,13.5,72,17796
3877,2013,1.9,15.3,117,15495
3878,2023,1.6,13.7,104,23674
3879,2016,2.3,18.7,166,22319
3880,2014,1.3,15.0,80,11106
3881,2015,2.1,15.4,168,21942
3882,2022,1.7,13.4,132,27949
3883,2013,1.6,15.0,114,17317
3884,2023,2.1,15.3,134,29557
3885,2018,1.7,16.8,129,23253
3886,2013,1.5,18.0,92,11401
3887,2021,1.9,12.7,122,26146
3888,2017,1.2,13.5,82,12074
3889,2012,2.0,12.4,173,19062
3890,2017,1.2,19.0,69,15131
3891,2017,1.1,21.0,61,15049
3892,2017,1.7,20.7,136,18901
3893,2012,2.3,11.9,154,19196
3894,2016,2.0,14.1,150,20915
3895,2015,1.6,12.3,108,15997
3896,2016,1.8,14.6,116,17397
3897,2015,1.0,21.7,64,10140
3898,2021,1.9,10.6,116,27406
3899,2014,2.3,14.2,172,22209
3900,2019,2.3,17.2,167,25986
3901,2019,2.0,13.5,143,20896
3902,2021,2.4,14.9,137,28359
3903,2020,1.8,15.5,156,24170
3904,2021,1.8,12.4,129,23309
3905,2016,2.3,11.0,162,21053
3906,2023,1.2,17.9,85,21350
3907,2019,2.2,14.2,140,24133
3908,2019,1.3,11.9,73,18247
3909,2014,1.7,15.0,126,15813
3910,2021,1.1,18.4,65,16539
3911,2012,2.5,16.6,204,20328
3912,2020,1.2,13.0,106,17561
3913,2021,1.9,15.7,101,22416
3914,2015,1.4,21.0,101,12967
3915,2017,1.5,21.1,80,16894
3916,2018,1.3,21.3,70,15858
3917,2016,2.2,15.1,160,21349
3918,2015,1.9,15.3,147,21032
3919,2018,1.4,15.2,123,20117
3920,2018,1.3,19.7,120,18996
3921,2022,1.3,15.4,79,20829
3922,2022,1.8,17.0,104,23718
3923,2017,1.0,19.3,68,13221
3924,2018,1.0,18.3,73,15435
3925,2019,2.4,15.0,180,26057
3926,2014,1.5,15.2,84,14997
3927,2023,2.3,13.9,200,29110
3928,2022,2.0,18.3,159,24092
3929,2020,1.3,16.3,105,17118
3930,2019,1.2,11.7,56,16377
3931,2020,1.1,14.0,82,21346
3932,2020,2.1,19.3,165,23054
3933,2020,2.0,10.7,145,25489
3934,2021,1.1,21.5,84,18755
3935,2021,2.5,14.9,172,30691
3936,2023,2.1,16.5,163,26724
3937,2018,1.2,18.9,77,14091
3938,2015,1.1,13.8,79,14283
3939,2021,1.4,20.3,78,18649
3940,2016,1.5,21.6,114,14088
3941,2021,2.2,18.2,145,23637
3942,2018,2.0,14.7,131,20886
3943,2023,2.2,13.4,161,27385
3944,2015,2.2,17.9,194,20551
3945,2019,1.0,21.5,73,15521
3946,2017,2.3,15.3,166,22272
3947,2019,1.2,19.3,90,19349
3948,2023,2.1,14.6,144,26849
3949,2020,1.4,20.9,98,18168
3950,2022,1.7,15.3,129,23774
3951,2019,2.3,19.1,178,26116
3952,2021,2.0,13.1,138,27648
3953,2023,2.2,12.9,180,28496
3954,2021,1.4,13.0,105,21385
3955,2018,1.3,19.1,107,18719
3956,2019,1.5,16.3,105,19368
3957,2018,1.5,20.8,92,20239
3958,2016,2.4,19.0,207,25396
3959,2020,2.5,11.3,167,26538
3960,2023,2.4,16.9,184,31923
3961,2015,2.3,11.3,188,21982
3962,2020,1.4,18.9,97,21623
3963,2021,1.6,16.7,130,26000
3964,2015,1.5,12.9,103,17128
3965,2016,1.3,20.0,107,15192
3966,2017,2.3,16.8,195,26320
3967,2016,1.4,12.5,95,16005
3968,2022,1.6,12.0,132,26308
3969,2018,1.3,16.1,111,18669
3970,2021,1.4,17.2,86,18885
3971,2020,1.1,22.6,67,17996
3972,2020,1.8,14.3,95,23323
3973,2017,2.0,12.5,169,24278
3974,2021,2.0,13.7,164,26253
3975,2013,2.3,13.5,188,20692
3976,2022,1.8,21.0,147,23390
3977,2015,2.3,13.0,175,22337
3978,2012,2.3,18.0,175,18788
3979,2022,2.1,21.0,147,23245
3980,2019,1.7,19.6,131,23103
3981,2017,2.4,12.3,169,21436
3982,2023,2.4,17.3,172,27664
3983,2016,2.2,14.6,138,20595
3984,2018,1.3,12.3,71,13146
3985,2017,1.9,16.2,146,22806
3986,2013,1.2,12.7,94,10525
3987,2023,1.1,17.2,82,21078
3988,2021,1.3,18.9,85,21758
3989,2023,1.8,11.3,148,25342
3990,2013,1.4,13.8,83,13179
3991,2013,1.6,14.3,108,15200
3992,2021,2.0,12.6,124,21411
3993,2015,1.6,13.8,105,16934
3994,2017,1.7,13.5,127,18718
3995,2021,2.1,17.5,164,26372
3996,2013,2.4,14.2,162,18710
3997,2017,1.0,12.8,79,16216
3998,2012,2.1,15.2,140,19929
3999,2019,1.6,21.2,106,20503
4000,2022,1.4,15.9,94,22882
4001,2019,2.5,15.8,173,25648
4002,2012,1.7,17.3,130,12923
4003,2021,2.2,12.1,151,25012
4004,2017,2.0,17.6,141,19699
4005,2019,2.1,12.6,148,25855
4006,2019,1.3,16.4,83,20697
4007,2018,1.6,15.2,131,20485
4008,2022,1.1,13.6,85,19891
4009,2016,2.4,13.2,171,24021
4010,2014,1.0,13.9,89,12891
4011,2018,2.2,17.6,172,23323
4012,2015,2.3,19.4,162,18351
4013,2020,1.5,14.4,128,23434
4014,2016,1.8,18.8,151,20036
4015,2016,2.2,19.4,137,17904
4016,2022,1.7,14.0,138,25576
4017,2020,1.1,19.7,72,15733
4018,2013,1.6,11.5,132,14970
4019,2020,1.1,15.0,96,15204
4020,2012,1.1,18.2,75,8443
4021,2022,1.0,13.5,74,19689
4022,2012,1.1,15.7,86,8698
4023,2014,2.2,17.1,164,15110
4024,2012,1.0,20.2,82,8845
4025,2017,1.8,19.1,107,19555
4026,2018,1.2,15.3,65,17558
4027,2021,1.1,16.9,63,17663
4028,2013,2.4,19.4,220,22451
4029,2020,2.4,12.3,176,25839
4030,2021,2.5,18.6,174,26172
4031,2016,2.0,12.5,114,17964
4032,2012,1.9,19.3,152,16055
4033,2019,1.7,20.3,138,21197
4034,2014,1.4,20.4,116,15692
4035,2017,1.3,19.8,87,16161
4036,2021,1.8,14.1,117,22227
4037,2013,1.5,16.4,85,14004
4038,2018,1.8,12.6,146,21879
4039,2017,1.7,16.7,95,18514
4040,2015,1.5,18.6,91,15116
4041,2023,1.1,13.3,77,22464
4042,2015,1.7,14.4,128,19217
4043,2021,2.1,14.7,174,26871
4044,2022,1.1,20.6,90,17912
4045,2019,1.7,17.2,97,20866
4046,2019,1.4,19.6,88,18426
4047,2014,1.0,17.7,63,8548
4048,2018,1.1,14.5,84,16826
4049,2018,1.9,19.3,160,22030
4050,2014,1.7,18.3,99,15291
4051,2020,1.9,12.0,139,26652
4052,2019,1.1,15.5,87,18280
4053,2018,1.8,19.7,112,19813
4054,2017,1.8,13.8,128,18388
4055,2013,1.5,14.7,102,13937
4056,2015,1.4,18.8,106,13133
4057,2017,1.9,10.5,124,20153
4058,2023,1.6,20.4,105,21814
4059,2020,2.4,16.7,154,27059
4060,2017,1.7,18.1,136,20154
4061,2019,1.4,14.6,111,17701
4062,2018,2.2,10.5,170,24596
4063,2017,1.8,20.5,129,16336
4064,2012,1.8,18.0,132,13331
4065,2018,1.7,19.1,136,21209
4066,2021,1.0,17.8,53,16386
4067,2020,2.1,15.9,175,23821
4068,2021,2.1,17.7,121,23477
4069,2012,1.2,19.6,91,12008
4070,2016,2.0,19.0,153,21952
4071,2015,2.0,16.7,150,19371
4072,2016,1.3,16.7,84,15845
4073,2016,2.2,11.9,130,21607
4074,2012,2.0,18.6,161,16645
4075,2022,1.9,11.7,164,26936
4076,2020,2.5,20.1,198,27011
4077,2021,1.2,16.6,97,20446
4078,2019,1.1,18.0,87,18208
4079,2021,1.2,16.9,78,19284
4080,2017,1.2,17.2,87,16807
4081,2017,1.5,16.9,113,20029
4082,2020,1.7,20.0,116,20979
4083,2023,2.5,18.4,169,27550
4084,2019,2.0,12.0,124,21464
4085,2013,2.4,17.5,149,19925
4086,2015,1.0,20.2,87,10462
4087,2015,2.2,12.1,134,22632
4088,2014,2.4,9.9,159,19960
4089,2018,2.3,10.8,152,25470
4090,2018,2.2,13.2,163,23853
4091,2021,1.7,17.1,132,21306
4092,2021,1.6,20.3,118,21547
4093,2017,1.7,10.7,132,19451
4094,2021,2.3,12.3,164,30844
4095,2015,1.0,19.6,81,12245
4096,2021,2.2,10.6,137,26998
4097,2021,2.1,18.2,174,25798
4098,2023,2.2,11.3,182,28113
4099,2019,2.5,15.9,178,25861
4100,2015,2.4,13.7,199,22545
4101,2019,2.0,18.7,168,18940
4102,2014,2.5,16.2,194,20400
4103,2021,2.1,16.9,158,26426
4104,2019,2.1,19.5,154,21761
4105,2018,2.1,14.4,181,26074
4106,2017,1.3,15.9,88,14852
4107,2013,1.5,13.5,83,14538
4108,2017,2.4,19.6,153,23820
4109,2022,1.2,14.4,70,18991
4110,2019,1.4,19.9,105,19487
4111,2021,2.2,13.6,135,24052
4112,2022,1.6,18.1,141,22466
4113,2023,2.0,15.9,177,26123
4114,2017,1.3,21.8,108,17083
4115,2022,1.9,18.7,136,25665
4116,2017,2.1,14.7,125,18278
4117,2014,1.7,14.5,145,18493
4118,2014,1.4,11.8,91,12728
4119,2015,2.3,14.6,143,20873
4120,2016,1.4,15.5,107,14587
4121,2013,1.3,20.2,115,14613
4122,2018,2.4,18.7,148,21225
4123,2012,1.4,12.1,84,10191
4124,2012,2.1,20.1,172,18304
4125,2023,1.5,16.1,108,20663
4126,2023,1.5,11.8,102,25666
4127,2016,1.8,19.7,96,16369
4128,2021,1.3,15.7,96,18780
4129,2016,1.1,14.7,81,15205
4130,2018,1.6,11.9,117,20274
4131,2017,2.1,20.3,146,21612
4132,2019,2.3,18.8,130,19202
4133,2018,1.7,13.9,97,18899
4134,2023,1.3,14.3,93,21363
4135,2017,1.9,19.7,113,18808
4136,2012,1.4,14.3,125,16377
4137,2020,1.6,16.6,118,22265
4138,2021,2.2,14.3,174,28713
4139,2022,1.9,12.8,157,25434
4140,2017,1.8,18.3,138,20666
4141,2014,2.1,16.0,159,20511
4142,2023,1.9,16.8,160,27333
4143,2020,1.7,15.7,142,21169
4144,2023,1.2,16.2,75,20545
4145,2023,1.1,17.4,48,18620
4146,2018,2.4,16.3,166,25241
4147,2019,1.4,19.7,90,17988
4148,2019,1.3,13.6,97,18325
4149,2020,2.2,17.2,131,22622
4150,2022,1.4,12.6,87,18660
4151,2019,1.5,11.7,110,19098
4152,2015,2.3,9.7,185,20957
4153,2018,1.4,17.1,109,17881
4154,2015,1.9,16.0,132,18862
4155,2022,2.3,13.2,191,28778
4156,2013,1.2,18.4,92,13633
4157,2023,2.0,18.3,145,30109
4158,2015,1.2,13.0,94,12711
4159,2022,1.5,14.3,117,22685
4160,2015,2.4,10.7,207,25790
4161,2020,1.7,18.9,106,21224
4162,2017,2.5,14.6,189,26211
4163,2021,1.8,16.5,164,26812
4164,2022,1.4,18.3,118,19746
4165,2021,1.5,13.6,117,21337
4166,2017,1.7,19.5,133,18542
4167,2015,1.6,13.3,122,18061
4168,2013,2.4,20.5,192,18557
4169,2018,2.2,11.5,176,25307
4170,2023,2.2,20.2,166,28371
4171,2021,2.2,18.6,169,26442
4172,2022,1.5,17.8,84,20154
4173,2022,1.6,19.8,117,22972
4174,2012,1.4,18.0,122,12684
4175,2021,2.1,12.0,134,22795
4176,2015,1.5,20.4,92,15438
4177,2012,2.1,14.3,138,17523
4178,2022,2.0,15.4,165,25377
4179,2017,2.4,17.4,176,23459
4180,2018,1.8,12.5,120,21117
4181,2018,1.6,17.7,124,17704
4182,2012,2.4,16.6,146,16571
4183,2018,1.5,15.2,100,19813
4184,2018,2.2,11.4,163,26053
4185,2021,2.5,11.9,170,27058
4186,2017,2.1,20.5,146,19074
4187,2022,1.2,17.8,100,20579
4188,2023,1.8,12.8,131,22994
4189,2015,1.3,18.2,98,16022
4190,2022,2.3,12.8,169,28313
4191,2020,1.0,16.9,85,18620
4192,2021,1.9,13.5,154,23803
4193,2020,2.2,11.1,163,24294
4194,2013,2.1,17.7,164,18286
4195,2014,1.6,11.4,126,14101
4196,2015,1.8,18.2,101,15289
4197,2012,1.4,13.5,98,13033
4198,2021,1.5,15.1,99,19641
4199,2012,1.2,19.6,65,8805
4200,2020,2.1,18.5,143,24253
4201,2018,1.5,16.1,123,18772
4202,2014,1.1,15.6,84,11637
4203,2020,2.0,12.1,165,25451
4204,2013,1.9,19.6,147,16584
4205,2013,1.3,21.9,78,12041
4206,2020,1.8,18.9,120,23444
4207,2013,1.2,15.9,86,13266
4208,2012,1.1,16.7,85,10355
4209,2020,2.0,13.3,146,23245
4210,2017,1.4,15.6,97,16861
4211,2016,2.3,20.2,149,19158
4212,2012,1.6,16.1,97,14510
4213,2022,2.4,10.5,205,30025
4214,2015,1.8,14.8,145,20144
4215,2019,1.8,14.4,150,25089
4216,2016,1.3,18.1,108,15116
4217,2018,1.7,18.2,147,21746
4218,2015,1.7,14.6,128,17572
4219,2023,1.8,15.5,110,24118
4220,2020,2.2,15.6,172,25063
4221,2012,2.2,13.6,154,19890
4222,2014,1.9,14.6,148,15475
4223,2014,1.7,19.1,120,16404
4224,2015,1.6,14.8,97,16288
4225,2013,1.8,19.0,138,16269
4226,2023,1.8,13.2,138,22711
4227,2019,2.3,16.1,178,24752
4228,2014,1.7,11.8,114,14591
4229,2014,1.4,12.8,118,15394
4230,2023,2.2,14.2,173,28833
4231,2017,2.2,18.8,184,24899
4232,2021,2.2,15.6,146,28908
4233,2021,1.1,15.1,86,18590
4234,2021,2.3,15.3,173,27777
4235,2015,1.5,11.4,78,12926
4236,2018,2.1,19.4,132,21630
4237,2019,2.4,13.5,162,26023
4238,2022,2.3,13.2,150,25245
4239,2015,2.1,12.1,154,21017
4240,2021,1.1,15.2,60,16353
4241,2022,2.2,18.5,181,27881
4242,2014,1.1,14.8,71,10836
4243,2013,1.6,12.6,137,17333
4244,2015,1.0,13.8,64,13322
4245,2016,2.5,17.6,162,23647
4246,2018,1.1,13.6,104,15866
4247,2020,2.1,12.8,127,24704
4248,2012,2.2,13.2,152,16901
4249,2014,2.3,18.0,176,22319
4250,2018,2.5,14.4,156,26039
4251,2016,1.2,19.4,86,15213
4252,2022,2.4,17.9,149,26599
4253,2014,1.5,17.4,94,14052
4254,2015,2.1,13.8,158,21084
4255,2015,2.0,13.3,140,20413
4256,2021,1.6,18.0,126,23388
4257,2020,1.9,14.5,118,21777
4258,2016,2.4,10.5,164,20493
4259,2022,1.7,15.9,122,24959
4260,2013,1.6,18.2,115,14690
4261,2017,2.2,15.5,144,20965
4262,2013,1.5,19.8,109,13688
4263,2023,1.4,19.3,87,18507
4264,2023,2.2,18.6,156,29074
4265,2022,2.5,19.6,160,26842
4266,2016,1.1,20.6,82,13763
4267,2022,1.5,12.7,106,21430
4268,2013,2.2,10.3,147,19391
4269,2019,2.5,15.5,151,23813
4270,2023,2.0,13.6,123,22356
4271,2017,1.0,18.6,68,15111
4272,2023,1.3,18.7,107,20055
4273,2012,1.5,15.8,96,13462
4274,2023,1.3,20.1,102,25301
4275,2012,2.4,16.6,137,17707
4276,2013,1.3,15.8,88,12794
4277,2015,1.3,15.5,103,12621
4278,2017,1.9,17.3,136,23579
4279,2017,1.7,17.4,119,22985
4280,2018,2.2,14.8,174,26582
4281,2019,2.3,11.0,198,27109
4282,2015,1.2,13.2,78,14281
4283,2012,1.7,17.1,113,14940
4284,2018,1.8,18.5,134,22353
4285,2020,2.4,15.4,168,27136
4286,2021,1.0,19.9,48,17590
4287,2022,1.1,12.6,76,19312
4288,2014,2.0,13.1,130,19598
4289,2016,1.2,17.9,84,16401
4290,2016,2.5,15.7,166,23243
4291,2015,2.2,14.2,176,22386
4292,2020,1.8,14.3,140,24256
4293,2023,1.3,11.9,87,21664
4294,2012,1.1,20.0,69,9120
4295,2023,1.4,19.9,66,19929
4296,2022,1.6,12.7,132,25710
4297,2017,1.5,15.7,118,18846
4298,2017,2.2,13.3,144,21146
4299,2013,1.7,16.7,123,15074
4300,2023,1.6,15.8,111,23477
4301,2019,1.5,15.1,119,21786
4302,2021,2.0,12.2,144,23388
4303,2017,2.4,14.1,199,26529
4304,2014,2.0,13.6,173,20727
4305,2017,2.3,17.0,171,22857
4306,2020,1.5,13.0,83,19465
4307,2012,2.0,16.5,127,15734
4308,2023,1.1,21.2,89,19484
4309,2016,1.1,21.3,59,9727
4310,2016,2.0,13.5,121,17451
4311,2020,1.6,17.5,112,19615
4312,2015,1.0,11.6,73,14260
4313,2020,1.4,20.7,111,18704
4314,2016,1.0,21.6,75,13191
4315,2017,2.1,18.7,171,22703
4316,2018,2.0,17.8,159,22714
4317,2022,1.5,14.5,111,22725
4318,2015,2.4,14.5,157,21165
4319,2017,2.0,19.1,147,19323
4320,2018,1.0,18.4,80,16440
4321,2016,2.0,16.5,147,21319
4322,2020,1.9,16.4,134,24905
4323,2016,1.5,14.5,96,16350
4324,2019,2.4,9.8,203,30372
4325,2013,2.1,13.2,158,22565
4326,2012,1.6,17.8,135,15062
4327,2012,2.0,20.7,168,19327
4328,2018,1.2,13.5,84,16834
4329,2012,1.2,16.3,62,6807
4330,2021,2.4,18.1,159,25765
4331,2015,2.3,18.6,194,22059
4332,2013,2.1,13.6,151,21364
4333,2017,1.5,19.6,127,18146
4334,2015,1.1,19.1,77,11201
4335,2014,1.5,18.2,117,16536
4336,2021,2.3,15.9,171,27489
4337,2014,1.9,17.0,151,18959
4338,2023,2.3,12.1,172,29857
4339,2018,1.3,20.7,111,19627
4340,2021,1.7,13.3,142,22621
4341,2014,1.9,20.6,158,14663
4342,2020,2.5,15.6,167,28762
4343,2015,1.6,17.9,135,17816
4344,2015,2.0,14.0,155,22635
4345,2017,2.0,13.8,125,19595
4346,2021,1.5,14.8,93,19433
4347,2018,1.9,11.3,127,20790
4348,2018,2.2,17.3,141,18378
4349,2022,1.3,18.5,95,19155
4350,2019,1.4,15.7,111,16719
4351,2013,1.8,16.9,123,16570
4352,2012,1.1,19.7,88,11919
4353,2014,1.3,14.1,115,15075
4354,2013,2.0,18.9,114,15367
4355,2015,1.8,17.4,119,19366
4356,2014,1.0,14.5,57,10567
4357,2017,1.2,20.7,89,14310
4358,2016,2.3,19.4,180,22023
4359,2015,2.1,19.2,179,19534
4360,2022,2.2,14.1,196,30033
4361,2018,1.3,11.1,93,16496
4362,2013,1.4,20.8,117,12733
4363,2017,1.1,12.7,87,11080
4364,2023,2.2,11.5,149,29530
4365,2013,2.1,20.0,167,17425
4366,2015,1.7,18.7,120,17664
4367,2017,1.9,15.8,121,18356
4368,2022,1.2,16.8,99,22057
4369,2023,2.0,13.3,130,25295
4370,2016,1.9,19.3,136,20110
4371,2021,1.7,11.8,132,23656
4372,2021,1.9,18.1,118,23936
4373,2022,1.9,14.0,161,26856
4374,2020,1.7,19.2,119,20161
4375,2014,2.5,10.4,184,20769
4376,2019,1.4,18.3,113,16900
4377,2019,1.2,15.8,77,16628
4378,2023,2.4,16.9,176,29978
4379,2014,1.8,12.8,141,15380
4380,2015,2.4,17.2,214,26084
4381,2019,1.2,17.1,93,16726
4382,2021,1.2,20.9,83,19415
4383,2021,1.4,20.2,84,19694
4384,2013,1.5,15.0,122,15148
4385,2016,1.6,12.4,118,19151
4386,2021,2.1,20.6,159,22593
4387,2023,1.5,12.1,91,23291
4388,2014,2.3,14.5,199,20744
4389,2020,2.3,19.1,184,24717
4390,2019,2.3,14.5,181,26278
4391,2012,2.4,17.0,202,20954
4392,2021,2.4,11.2,162,25716
4393,2017,1.6,17.0,127,20249
4394,2022,1.6,18.5,96,20632
4395,2021,2.4,11.4,190,27711
4396,2012,1.9,18.9,111,17334
4397,2012,1.3,17.3,90,11865
4398,2021,1.2,21.3,78,18411
4399,2022,2.3,18.5,143,24589
4400,2016,2.3,16.2,150,19974
4401,2020,2.0,16.8,126,22926
4402,2022,1.3,20.2,103,19644
4403,2017,2.2,18.3,186,24136
4404,2014,1.6,14.7,85,15447
4405,2019,2.1,13.9,167,23160
4406,2020,1.2,14.3,82,18972
4407,2014,1.2,22.1,103,12914
4408,2014,1.2,14.3,84,11038
4409,2014,1.0,16.8,73,10926
4410,2014,2.0,17.0,141,17950
4411,2017,1.4,13.0,79,17218
4412,2019,1.4,15.9,96,18833
4413,2022,2.1,18.1,142,25795
4414,2017,1.8,21.6,146,19822
4415,2019,2.4,19.8,186,26246
4416,2014,2.2,13.2,189,21935
4417,2019,1.5,21.4,108,21389
4418,2023,2.5,15.7,196,32543
4419,2017,1.3,14.5,93,17138
4420,2016,1.1,15.6,104,17689
4421,2018,2.1,12.2,143,23388
4422,2021,1.6,17.9,103,18991
4423,2023,1.5,17.3,121,25496
4424,2023,1.2,21.9,91,19358
4425,2013,1.9,17.3,150,17182
4426,2014,2.0,13.6,135,19294
4427,2020,1.8,15.5,149,23352
4428,2015,2.1,11.3,160,19755
4429,2019,1.1,17.6,91,15717
4430,2012,1.0,12.5,76,12171
4431,2018,2.1,14.8,133,18411
4432,2013,2.4,16.6,214,23361
4433,2015,1.4,15.9,89,12946
4434,2014,1.9,18.4,157,20075
4435,2014,2.4,14.2,167,21956
4436,2020,1.7,20.7,125,22777
4437,2017,1.2,17.3,84,14608
4438,2023,1.3,20.1,93,22653
4439,2012,1.4,19.2,81,11453
4440,2017,1.1,16.5,82,16222
4441,2016,1.9,19.7,103,20099
4442,2013,1.8,18.6,108,16541
4443,2016,1.9,13.5,115,16834
4444,2017,1.9,17.3,153,21346
4445,2020,1.8,16.1,122,24298
4446,2019,2.5,12.1,162,24822
4447,2023,1.4,16.1,94,22257
4448,2014,1.4,12.1,85,13833
4449,2023,1.5,20.6,122,24535
4450,2017,2.0,14.1,156,19018
4451,2013,2.4,18.6,183,20448
4452,2017,2.4,19.6,153,20307
4453,2019,2.2,17.3,144,25294
4454,2023,2.0,19.1,153,28443
4455,2023,1.8,10.9,135,27105
4456,2022,1.2,14.9,73,17456
4457,2020,2.2,12.4,146,22289
4458,2020,1.8,20.9,133,21439
4459,2015,2.3,17.7,166,22542
4460,2019,1.2,13.6,85,16228
4461,2022,1.3,13.6,97,21653
4462,2022,1.2,18.5,88,20091
